發生年度,發生月份,發生日期,發生時間,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,路面狀況-路面狀態名稱,事故類型及型態大類別名稱,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,經度,緯度
2021,12,20211218,233415,屏東縣萬丹鄉灣內村南北路一段與香內路,晴,日間自然光線,縣道,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷1,1,機車,男,31,120.464435,22.5634
2021,12,20211218,233415,屏東縣萬丹鄉灣內村南北路一段與香內路,晴,日間自然光線,縣道,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷1,3,人,男,21,120.464435,22.5634
2021,12,20211219,42353,臺東縣臺東市台11線 168.6公里南側向內側,晴,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷0,2,,無或物(動物、堆置物),-1,121.115045,22.726057
2021,12,20211219,42353,臺東縣臺東市台11線 168.6公里南側向內側,晴,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷0,1,機車,男,18,121.115045,22.726057
2021,12,20211219,122930,臺南市東區崇德路口 / 臺南市東區東智街口,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷2,2,機車,男,20,120.227529,22.962852
2021,12,20211219,122930,臺南市東區崇德路口 / 臺南市東區東智街口,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷2,1,機車,女,71,120.227529,22.962852
2021,12,20211219,122930,臺南市東區崇德路口 / 臺南市東區東智街口,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷2,3,人,男,21,120.227529,22.962852
2021,12,20211219,135114,屏東縣枋山鄉台1線 454公里600.0公尺處北側,晴,日間自然光線,省道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷1,1,小客車,男,42,120.665588,22.242312
2021,12,20211219,135114,屏東縣枋山鄉台1線 454公里600.0公尺處北側,晴,日間自然光線,省道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷1,3,人,男,43,120.665588,22.242312
2021,12,20211219,135114,屏東縣枋山鄉台1線 454公里600.0公尺處北側,晴,日間自然光線,省道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷1,2,大客車,男,45,120.665588,22.242312
2021,12,20211219,135500,雲林縣元長鄉後湖村台19公路南向55公里處,晴,日間自然光線,村里道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷0,1,慢車,女,83,120.325224,23.694011
2021,12,20211219,135500,雲林縣元長鄉後湖村台19公路南向55公里處,晴,日間自然光線,村里道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷0,2,大貨車,男,52,120.325224,23.694011
2021,12,20211219,193500,桃園市龜山區振興路1057號前0.0公尺附近,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,汽(機)車本身,未依規定減速,死亡1;受傷1,2,,無或物(動物、堆置物),-1,121.370081,25.025103
2021,12,20211219,193500,桃園市龜山區振興路1057號前0.0公尺附近,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,汽(機)車本身,未依規定減速,死亡1;受傷1,1,機車,男,18,121.370081,25.025103
2021,12,20211219,193500,桃園市龜山區振興路1057號前0.0公尺附近,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,汽(機)車本身,未依規定減速,死亡1;受傷1,3,人,男,17,121.370081,25.025103
2021,12,20211220,80500,新竹市東區園區三路與研新一路口,晴,日間自然光線,市區道路,乾燥,車與車,不明原因肇事,死亡1;受傷1,1,機車,男,27,120.995262,24.776838
2021,12,20211220,80500,新竹市東區園區三路與研新一路口,晴,日間自然光線,市區道路,乾燥,車與車,不明原因肇事,死亡1;受傷1,2,機車,男,20,120.995262,24.776838
2021,12,20211220,100000,新竹縣關西鎮118縣道32K+600M(喜美橋旁),晴,日間自然光線,縣道,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,3,小客車,男,44,121.210893,24.773996
2021,12,20211220,100000,新竹縣關西鎮118縣道32K+600M(喜美橋旁),晴,日間自然光線,縣道,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,1,小貨車(含客、貨兩用),男,52,121.210893,24.773996
2021,12,20211220,100000,新竹縣關西鎮118縣道32K+600M(喜美橋旁),晴,日間自然光線,縣道,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,2,機車,男,60,121.210893,24.773996
2021,12,20211220,140500,臺北市北投區文林北路76號前0.0公尺,陰,日間自然光線,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷0,1,小客車,女,76,121.517831,25.105056
2021,12,20211220,140500,臺北市北投區文林北路76號前0.0公尺,陰,日間自然光線,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷0,3,小客車,男,41,121.517831,25.105056
2021,12,20211220,140500,臺北市北投區文林北路76號前0.0公尺,陰,日間自然光線,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷0,2,人,女,78,121.517831,25.105056
2021,12,20211220,160200,新北市三重區新北市三重區溪尾街138號前,陰,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,機車,男,63,121.48916,25.079629
2021,12,20211220,160200,新北市三重區新北市三重區溪尾街138號前,陰,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,機車,男,73,121.48916,25.079629
2021,12,20211220,193238,屏東縣滿州鄉台26線 72公里400.0公尺處,晴,夜間(或隧道、地下道、涵洞)有照明,省道,濕潤,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.888334,22.135525
2021,12,20211220,193238,屏東縣滿州鄉台26線 72公里400.0公尺處,晴,夜間(或隧道、地下道、涵洞)有照明,省道,濕潤,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷0,1,機車,男,35,120.888334,22.135525
2021,12,20211220,234500,新北市新莊區中環路 / 新北市新莊區幸福路,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,小客車,男,30,121.442303,25.039959
2021,12,20211220,234500,新北市新莊區中環路 / 新北市新莊區幸福路,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,機車,男,20,121.442303,25.039959
2021,12,20211221,12800,新北市蘆洲區中山一路 / 新北市蘆洲區成功路,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,1,小客車,男,39,121.476403,25.081803
2021,12,20211221,12800,新北市蘆洲區中山一路 / 新北市蘆洲區成功路,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,2,人,女,81,121.476403,25.081803
2021,12,20211221,120400,彰化縣秀水鄉安東村安樂街前0.0公尺,雨,日間自然光線,村里道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,2,機車,男,78,120.489592,24.040465
2021,12,20211221,120400,彰化縣秀水鄉安東村安樂街前0.0公尺,雨,日間自然光線,村里道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,1,小貨車(含客、貨兩用),男,32,120.489592,24.040465
2021,12,20211221,120400,彰化縣秀水鄉安東村安樂街前0.0公尺,雨,日間自然光線,村里道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,3,小貨車(含客、貨兩用),男,44,120.489592,24.040465
2021,12,20211221,150300,高雄市左營區進學路 / 高雄市左營區進學路,陰,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,機車,男,59,120.295467,22.692569
2021,12,20211221,150300,高雄市左營區進學路 / 高雄市左營區進學路,陰,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,小客車,男,52,120.295467,22.692569
2021,12,20211221,171500,新北市蘆洲區環堤大道路300號前0.0公尺,雨,晨或暮光,市區道路,濕潤,車與車,違反特定標誌(線)禁制,死亡1;受傷0,2,機車,男,33,121.474863,25.097236
2021,12,20211221,171500,新北市蘆洲區環堤大道路300號前0.0公尺,雨,晨或暮光,市區道路,濕潤,車與車,違反特定標誌(線)禁制,死亡1;受傷0,1,小貨車(含客、貨兩用),男,41,121.474863,25.097236
2021,12,20211221,182500,臺中市沙鹿區斗抵里沙田路 / 臺中市沙鹿區斗抵里天池街,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,1,慢車,女,48,120.55739,24.224356
2021,12,20211221,182500,臺中市沙鹿區斗抵里沙田路 / 臺中市沙鹿區斗抵里天池街,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,3,小客車,男,44,120.55739,24.224356
2021,12,20211221,182500,臺中市沙鹿區斗抵里沙田路 / 臺中市沙鹿區斗抵里天池街,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,4,小客車,男,56,120.55739,24.224356
2021,12,20211221,182500,臺中市沙鹿區斗抵里沙田路 / 臺中市沙鹿區斗抵里天池街,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,5,小客車,男,22,120.55739,24.224356
2021,12,20211221,182500,臺中市沙鹿區斗抵里沙田路 / 臺中市沙鹿區斗抵里天池街,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,6,小客車,男,29,120.55739,24.224356
2021,12,20211221,182500,臺中市沙鹿區斗抵里沙田路 / 臺中市沙鹿區斗抵里天池街,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,2,小客車,男,49,120.55739,24.224356
2021,12,20211221,194900,臺北市萬華區和平西路3段 / 臺北市萬華區和平西路3段,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,2,人,男,68,121.491554,25.035491
2021,12,20211221,194900,臺北市萬華區和平西路3段 / 臺北市萬華區和平西路3段,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,1,小客車,女,53,121.491554,25.035491
2021,12,20211221,202900,嘉義市東區林森里林森東路 / 嘉義市東區林森里安和街,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,1,小客車,男,23,120.456863,23.486825
2021,12,20211221,202900,嘉義市東區林森里林森東路 / 嘉義市東區林森里安和街,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,2,人,女,65,120.456863,23.486825
2021,12,20211222,3700,桃園市桃園區仁和街248巷前0.0公尺,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,其他引起事故之疏失或行為,死亡1;受傷1,2,機車,男,18,121.319524,24.973008
2021,12,20211222,3700,桃園市桃園區仁和街248巷前0.0公尺,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,其他引起事故之疏失或行為,死亡1;受傷1,1,人,男,85,121.319524,24.973008
2021,12,20211222,12536,臺南市北區文成路口 / 臺南市北區育德路,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,1,小客車,男,30,120.206512,23.012754
2021,12,20211222,12536,臺南市北區文成路口 / 臺南市北區育德路,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,2,機車,女,25,120.206512,23.012754
2021,12,20211222,103500,高雄市大寮區會結二路86號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷1,3,其他車,男,45,120.419012,22.554166
2021,12,20211222,103500,高雄市大寮區會結二路86號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷1,2,小貨車(含客、貨兩用),男,26,120.419012,22.554166
2021,12,20211222,103500,高雄市大寮區會結二路86號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷1,4,人,男,40,120.419012,22.554166
2021,12,20211222,103500,高雄市大寮區會結二路86號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷1,5,人,男,52,120.419012,22.554166
2021,12,20211222,103500,高雄市大寮區會結二路86號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷1,1,小貨車(含客、貨兩用),男,66,120.419012,22.554166
2021,12,20211222,112700,高雄市大寮區大寮路 / 高雄市大寮區仁德路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,1,慢車,男,58,120.408153,22.593529
2021,12,20211222,112700,高雄市大寮區大寮路 / 高雄市大寮區仁德路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,2,曳引車,男,54,120.408153,22.593529
2021,12,20211222,172000,臺南市南區萬年路西側 / 臺南市南區萬年七街南側,晴,晨或暮光,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷2,1,小客車,男,79,120.18955,22.936561
2021,12,20211222,172000,臺南市南區萬年路西側 / 臺南市南區萬年七街南側,晴,晨或暮光,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷2,2,小客車,男,20,120.18955,22.936561
2021,12,20211222,172000,臺南市南區萬年路西側 / 臺南市南區萬年七街南側,晴,晨或暮光,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷2,3,人,女,23,120.18955,22.936561
2021,12,20211222,173500,新竹縣寶山鄉國道1號 103公里400.0公尺處北側向中線,晴,夜間(或隧道、地下道、涵洞)無照明,國道,乾燥,車與車,變換車道或方向不當,死亡1;受傷1,3,,無或物(動物、堆置物),-1,120.976739,24.747353
2021,12,20211222,173500,新竹縣寶山鄉國道1號 103公里400.0公尺處北側向中線,晴,夜間(或隧道、地下道、涵洞)無照明,國道,乾燥,車與車,變換車道或方向不當,死亡1;受傷1,5,人,男,36,120.976739,24.747353
2021,12,20211222,173500,新竹縣寶山鄉國道1號 103公里400.0公尺處北側向中線,晴,夜間(或隧道、地下道、涵洞)無照明,國道,乾燥,車與車,變換車道或方向不當,死亡1;受傷1,1,小客車,男,57,120.976739,24.747353
2021,12,20211222,173500,新竹縣寶山鄉國道1號 103公里400.0公尺處北側向中線,晴,夜間(或隧道、地下道、涵洞)無照明,國道,乾燥,車與車,變換車道或方向不當,死亡1;受傷1,2,小貨車(含客、貨兩用),男,59,120.976739,24.747353
2021,12,20211222,173500,新竹縣寶山鄉國道1號 103公里400.0公尺處北側向中線,晴,夜間(或隧道、地下道、涵洞)無照明,國道,乾燥,車與車,變換車道或方向不當,死亡1;受傷1,4,半聯結車,男,38,120.976739,24.747353
2021,12,20211223,10800,雲林縣虎尾鎮國道1號 238公里北側向外側,晴,夜間(或隧道、地下道、涵洞)無照明,國道,乾燥,汽(機)車本身,拋錨未採安全措施,死亡1;受傷1,2,,無或物(動物、堆置物),-1,120.475683,23.706884
2021,12,20211223,10800,雲林縣虎尾鎮國道1號 238公里北側向外側,晴,夜間(或隧道、地下道、涵洞)無照明,國道,乾燥,汽(機)車本身,拋錨未採安全措施,死亡1;受傷1,4,人,男,-1,120.475683,23.706884
2021,12,20211223,10800,雲林縣虎尾鎮國道1號 238公里北側向外側,晴,夜間(或隧道、地下道、涵洞)無照明,國道,乾燥,汽(機)車本身,拋錨未採安全措施,死亡1;受傷1,1,小客車,男,24,120.475683,23.706884
2021,12,20211223,10800,雲林縣虎尾鎮國道1號 238公里北側向外側,晴,夜間(或隧道、地下道、涵洞)無照明,國道,乾燥,汽(機)車本身,拋錨未採安全措施,死亡1;受傷1,3,半聯結車,男,36,120.475683,23.706884
2021,12,20211223,94300,新北市板橋區新北市板橋區民生路2段56之2號往中和方向,陰,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,曳引車,男,43,121.47145,25.020326
2021,12,20211223,94300,新北市板橋區新北市板橋區民生路2段56之2號往中和方向,陰,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,慢車,男,84,121.47145,25.020326
2021,12,20211223,163006,苗栗縣竹南鎮科研路58號前,陰,日間自然光線,縣道,乾燥,車與車,未注意車前狀態,死亡1;受傷1,3,人,男,26,120.916606,24.707144
2021,12,20211223,163006,苗栗縣竹南鎮科研路58號前,陰,日間自然光線,縣道,乾燥,車與車,未注意車前狀態,死亡1;受傷1,2,小客車,男,59,120.916606,24.707144
2021,12,20211223,163006,苗栗縣竹南鎮科研路58號前,陰,日間自然光線,縣道,乾燥,車與車,未注意車前狀態,死亡1;受傷1,1,機車,男,33,120.916606,24.707144
2021,12,20211223,174700,宜蘭縣三星鄉上將路1段530號前0.0公尺附近,雨,夜間(或隧道、地下道、涵洞)有照明,縣道,濕潤,車與車,其他引起事故之違規或不當行為,死亡1;受傷0,2,曳引車,男,38,121.744349,24.701374
2021,12,20211223,174700,宜蘭縣三星鄉上將路1段530號前0.0公尺附近,雨,夜間(或隧道、地下道、涵洞)有照明,縣道,濕潤,車與車,其他引起事故之違規或不當行為,死亡1;受傷0,1,機車,女,24,121.744349,24.701374
2021,12,20211224,173500,臺中市北屯區后庄里敦化路一段 / 臺中市北屯區后庄里敦化路一段,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,1,慢車,男,80,120.669201,24.188328
2021,12,20211224,173500,臺中市北屯區后庄里敦化路一段 / 臺中市北屯區后庄里敦化路一段,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,2,小客車,男,27,120.669201,24.188328
2021,12,20211225,45100,澎湖縣馬公市縣203線 3公里900.0公尺處西側向內側,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷2,4,慢車,女,53,119.594825,23.568932
2021,12,20211225,45100,澎湖縣馬公市縣203線 3公里900.0公尺處西側向內側,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷2,1,小客車,男,55,119.594825,23.568932
2021,12,20211225,45100,澎湖縣馬公市縣203線 3公里900.0公尺處西側向內側,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷2,3,人,男,37,119.594825,23.568932
2021,12,20211225,45100,澎湖縣馬公市縣203線 3公里900.0公尺處西側向內側,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷2,2,小貨車(含客、貨兩用),女,38,119.594825,23.568932
2021,12,20211225,61600,彰化縣彰化市福田里彰南路6段 / 彰化縣彰化市福田里福興路,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,違規停車或暫停不當而肇事,死亡1;受傷0,2,機車,女,53,120.622001,24.046125
2021,12,20211225,61600,彰化縣彰化市福田里彰南路6段 / 彰化縣彰化市福田里福興路,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,違規停車或暫停不當而肇事,死亡1;受傷0,1,小貨車(含客、貨兩用),男,31,120.622001,24.046125
2021,12,20211225,65500,高雄市岡山區嘉新東路2段59號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未保持行車安全間隔,死亡1;受傷0,1,小客車,男,57,120.328217,22.820281
2021,12,20211225,65500,高雄市岡山區嘉新東路2段59號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未保持行車安全間隔,死亡1;受傷0,2,機車,男,57,120.328217,22.820281
2021,12,20211226,62700,新北市板橋區中山路2段370號前0.0公尺,陰,日間自然光線,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷0,1,大客車,女,48,121.481867,25.020176
2021,12,20211226,62700,新北市板橋區中山路2段370號前0.0公尺,陰,日間自然光線,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷0,2,人,女,73,121.481867,25.020176
2021,12,20211226,140600,花蓮縣富里鄉明里大橋北端往魚池路650公尺處,陰,日間自然光線,村里道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),-1,121.251531,23.194605
2021,12,20211226,140600,花蓮縣富里鄉明里大橋北端往魚池路650公尺處,陰,日間自然光線,村里道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,男,48,121.251531,23.194605
2021,12,20211226,164000,臺北市萬華區光復橋往新北市前0.0公尺,陰,日間自然光線,市區道路,乾燥,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷1,2,,無或物(動物、堆置物),0,121.490217,25.024256
2021,12,20211226,164000,臺北市萬華區光復橋往新北市前0.0公尺,陰,日間自然光線,市區道路,乾燥,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷1,1,機車,男,18,121.490217,25.024256
2021,12,20211226,164000,臺北市萬華區光復橋往新北市前0.0公尺,陰,日間自然光線,市區道路,乾燥,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷1,3,人,男,19,121.490217,25.024256
2021,12,20211226,181308,南投縣埔里鎮枇杷里中正路133之18號,陰,夜間(或隧道、地下道、涵洞)無照明,鄉道,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,小客車,男,20,120.977642,23.947453
2021,12,20211226,181308,南投縣埔里鎮枇杷里中正路133之18號,陰,夜間(或隧道、地下道、涵洞)無照明,鄉道,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,機車,男,33,120.977642,23.947453
2021,12,20211226,190000,高雄市前鎮區永豐路 / 高雄市前鎮區崗山東街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷1,1,慢車,男,78,120.333192,22.6081
2021,12,20211226,190000,高雄市前鎮區永豐路 / 高雄市前鎮區崗山東街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷1,3,小客車,男,71,120.333192,22.6081
2021,12,20211226,190000,高雄市前鎮區永豐路 / 高雄市前鎮區崗山東街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷1,2,機車,男,33,120.333192,22.6081
2021,12,20211226,190800,高雄市前金區河東路 / 高雄市前金區國民街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,酒醉(後)駕駛失控,死亡1;受傷3,2,人,男,45,120.2902,22.62486
2021,12,20211226,190800,高雄市前金區河東路 / 高雄市前金區國民街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,酒醉(後)駕駛失控,死亡1;受傷3,3,人,女,37,120.2902,22.62486
2021,12,20211226,190800,高雄市前金區河東路 / 高雄市前金區國民街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,酒醉(後)駕駛失控,死亡1;受傷3,4,人,女,15,120.2902,22.62486
2021,12,20211226,190800,高雄市前金區河東路 / 高雄市前金區國民街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,酒醉(後)駕駛失控,死亡1;受傷3,5,人,女,13,120.2902,22.62486
2021,12,20211226,190800,高雄市前金區河東路 / 高雄市前金區國民街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,酒醉(後)駕駛失控,死亡1;受傷3,1,小客車,男,38,120.2902,22.62486
2021,12,20211226,212200,新北市深坑區文山路2段 / 新北市深坑區平埔街,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,1,大客車,男,49,121.614653,24.998678
2021,12,20211226,212200,新北市深坑區文山路2段 / 新北市深坑區平埔街,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,未依規定讓車,死亡1;受傷0,2,機車,男,23,121.614653,24.998678
2021,12,20211227,61025,雲林縣麥寮鄉中興村外東環路上,陰,夜間(或隧道、地下道、涵洞)無照明,村里道路,乾燥,車與車,暗處停車無燈光、標識,死亡1;受傷0,2,機車,女,64,120.204089,23.78179
2021,12,20211227,61025,雲林縣麥寮鄉中興村外東環路上,陰,夜間(或隧道、地下道、涵洞)無照明,村里道路,乾燥,車與車,暗處停車無燈光、標識,死亡1;受傷0,1,小貨車(含客、貨兩用),男,47,120.204089,23.78179
2021,12,20211227,65000,新北市汐止區福德一路147號前0.0公尺,雨,日間自然光線,市區道路,濕潤,人與汽(機)車,未注意車前狀態,死亡1;受傷0,1,小客車,男,62,121.636715,25.066748
2021,12,20211227,65000,新北市汐止區福德一路147號前0.0公尺,雨,日間自然光線,市區道路,濕潤,人與汽(機)車,未注意車前狀態,死亡1;受傷0,2,人,女,76,121.636715,25.066748
2021,12,20211227,95200,雲林縣東勢鄉四美村永安路52-5號前0.0公尺,陰,日間自然光線,村里道路,乾燥,車與車,其他引起事故之違規或不當行為,死亡1;受傷0,1,小貨車(含客、貨兩用),男,67,120.244084,23.713719
2021,12,20211227,95200,雲林縣東勢鄉四美村永安路52-5號前0.0公尺,陰,日間自然光線,村里道路,乾燥,車與車,其他引起事故之違規或不當行為,死亡1;受傷0,2,機車,女,54,120.244084,23.713719
2021,12,20211227,181000,高雄市大寮區鳳屏二路126號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,大貨車,男,27,120.411438,22.641086
2021,12,20211227,181000,高雄市大寮區鳳屏二路126號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,機車,男,28,120.411438,22.641086
2021,12,20211227,201600,苗栗縣頭屋鄉台13線 20公里300.0公尺處附近,陰,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,車與車,不明原因肇事,死亡1;受傷0,1,機車,男,67,120.881267,24.590963
2021,12,20211227,201600,苗栗縣頭屋鄉台13線 20公里300.0公尺處附近,陰,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,車與車,不明原因肇事,死亡1;受傷0,2,小客車,男,42,120.881267,24.590963
2021,12,20211228,3000,臺東縣大武鄉台9線 424公里100.0公尺處南側向路肩,陰,夜間(或隧道、地下道、涵洞)無照明,省道,乾燥,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.891116,22.312493
2021,12,20211228,3000,臺東縣大武鄉台9線 424公里100.0公尺處南側向路肩,陰,夜間(或隧道、地下道、涵洞)無照明,省道,乾燥,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,1,小客車,女,39,120.891116,22.312493
2021,12,20211228,75100,屏東縣瑪家鄉美園45之1號前,晴,日間自然光線,鄉道,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,機車,女,35,120.599949,22.697692
2021,12,20211228,75100,屏東縣瑪家鄉美園45之1號前,晴,日間自然光線,鄉道,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,大客車,男,56,120.599949,22.697692
